code,description,name,prerequisites
MATH 173B,Unconstrained optimization: linear least squares; randomized linear least squares; method(s) of steepest descent; line-search methods; conjugate-gradient method; comparing the efficiency of methods; randomized/stochastic methods; nonlinear least squares; norm minimization methods. Convex constrained optimization: optimality conditions; convex programming; Lagrangian relaxation; the method of multipliers; the alternating direction method of multipliers; minimizing combinations of norms.  ** Consent of instructor to enroll possible  **,Optimization Methods for Data Science II,['MATH 173A']
MATH 174,"(Conjoined with MATH 274.) Floating point
				  arithmetic, direct and iterative solution of linear equations,
				  iterative solution of nonlinear equations, optimization, approximation
				  theory, interpolation, quadrature, numerical methods for initial
				  and boundary value problems in ordinary differential equations.
				  (Students may not receive credit for both MATH 174 and PHYS
				  105, AMES 153 or 154. Students may not receive credit for MATH 174 if
				  MATH 170A, B, or C has already been taken.) Graduate students will do an
				  extra assignment/exam.  ** Consent of instructor to enroll possible  **",Numerical Methods for Physical Modeling,"['MATH 21D', 'MATH 20F', 'MATH 31AH']"
MATH 175,"(Conjoined with MATH 275.) Mathematical background for working with partial differential equations. Survey of finite difference, finite element, and other numerical methods for the solution of elliptic, parabolic, and hyperbolic partial differential equations. (Formerly MATH 172. Students may not receive credit for MATH 175/275 and MATH 172.) Graduate students do an extra paper, project, or presentation, per instructor.  ** Consent of instructor to enroll possible  **","Numerical
		  Methods for Partial Differential Equations","['MATH 174', 'MATH 274']"
MATH 179,"(Conjoined with MATH 279.) Mathematical models of physical systems arising in science and engineering, good models and well-posedness, numerical and other approximation techniques, solution algorithms for linear and nonlinear approximation problems, scientific visualizations, scientific software design and engineering, project-oriented. Graduate students will do an extra paper, project, or presentation per instructor.  ** Consent of instructor to enroll possible  **",Projects in Computational and Applied Mathematics,"['MATH 174', 'MATH 274']"
MATH 180A,"Probability spaces, random variables, independence, conditional probability,
				  distribution, expectation, variance, joint distributions, central
				  limit theorem. (Two units of credit offered for MATH 180A
				  if ECON 120A previously, no credit offered if ECON 120A concurrently. Two units of credit offered for MATH 180A if MATH 183 or 186 taken previously or concurrently.) Prior or concurrent enrollment in MATH 109 is highly recommended.   ** Consent of instructor to enroll possible  **",Introduction to Probability,['MATH 31BH']
MATH 180B,"Random vectors, multivariate densities, covariance matrix, multivariate
				  normal distribution. Random walk, Poisson process. Other topics if time
				  permits.   ** Consent of instructor to enroll possible  **",Introduction to Stochastic Processes I,"['MATH 20D', 'MATH 18', 'MATH 20F', 'MATH 31AH', 'MATH 109', 'MATH 31CH', 'MATH 180A']"
MATH 180C,"Markov chains in discrete and continuous time, random walk, recurrent events. If time permits, topics chosen from stationary normal processes, branching processes, queuing theory.   ** Consent of instructor to enroll possible  **",Introduction to Stochastic Processes II,['MATH 180B']
MATH 181A,"Multivariate distribution, functions of random variables, distributions related to normal. Parameter estimation, method of moments, maximum likelihood. Estimator accuracy and confidence intervals. Hypothesis testing, type I and type II errors, power, one-sample t-test. Prior or concurrent enrollment in MATH 109 is highly recommended.   ** Consent of instructor to enroll possible  **",Introduction to Mathematical Statistics I,"['MATH 180A', 'MATH 18', 'MATH 20F', 'MATH 31AH', 'MATH 20C']"
MATH 181B,"Hypothesis testing. Linear models, regression, and analysis of variance. Goodness of fit tests. Nonparametric statistics. Two units of credit offered for MATH 181B if ECON 120B previously; no credit offered if ECON 120B concurrently. Prior enrollment in MATH 109 is highly recommended.    ** Consent of instructor to enroll possible  **",Introduction to Mathematical Statistics II,['MATH 181A']
MATH 181C,"Topics covered may include the following: classical rank test, rank correlations,
				  permutation tests, distribution free testing, efficiency, confidence
				  intervals, nonparametric regression and density estimation,
				  resampling techniques (bootstrap, jackknife, etc.) and cross validations. Prior enrollment in MATH 109 is highly recommended.  ** Consent of instructor to enroll possible  **",  Mathematical Statistics—Nonparametric Statistics,['MATH 181B']
MATH 181D,"Statistical learning refers to a set of tools for modeling and understanding complex data sets. It uses developments in optimization, computer science, and in particular machine learning. This encompasses many methods such as dimensionality reduction, sparse representations, variable selection, classification, boosting, bagging, support vector machines, and machine learning.  ** Consent of instructor to enroll possible  **",Statistical Learning,"['ECE 109', 'ECON 120A', 'MAE 108', 'MATH 181A', 'MATH 183', 'MATH 186', 'MATH 189']"
MATH 181E,"Analysis of trends and seasonal effects, autoregressive and moving averages
				  models, forecasting, informal introduction to spectral analysis.  ** Consent of instructor to enroll possible  **",Mathematical Statistics—Time Series,['MATH 181B']
MATH 181F,"Design of sampling surveys: simple, stratified, systematic, cluster, network surveys. Sources of bias in surveys. Estimators and confidence intervals based on unequal probability sampling. Design and analysis of experiments: block, factorial, crossover, matched-pairs designs. Analysis of variance, re-randomization, and multiple comparisons.  ** Consent of instructor to enroll possible  **",Sampling Surveys and Experimental Design,"['ECE 109', 'ECON 120A', 'MAE 108', 'MATH 11', 'MATH 181A', 'MATH 183', 'MATH 186', 'MATH 189']"
MATH 183,"Introduction to probability. Discrete and continuous random variables–binomial, Poisson and Gaussian distributions. Central limit theorem. Data analysis and inferential statistics: graphical techniques, confidence intervals, hypothesis tests, curve fitting. (Credit not offered for MATH 183 if ECON 120A, ECE 109, MAE 108, MATH 181A, or MATH 186 previously or concurrently taken. Two units of credit offered for MATH 183 if MATH 180A taken previously or concurrently.)  ** Consent of instructor to enroll possible  **",Statistical Methods,"['MATH 20C', 'MATH 31BH']"
MATH 184,"Introduction to the theory and applications of combinatorics. Enumeration of combinatorial structures (permutations, integer partitions, set partitions). Bijections, inclusion-exclusion, ordinary and exponential generating functions. Renumbered from MATH 184A; credit not offered for MATH 184 if MATH 184A if previously taken. Credit not offered for MATH 184 if MATH 188 previously taken. If MATH 184 and MATH 188 are concurrently taken, credit only offered for MATH 188.   ** Consent of instructor to enroll possible  **",Enumerative Combinatorics,"['MATH 31CH', 'MATH 109']"
